Date,Year,Month_Num,Month,Country,Scenario,Units_Sold,Price_per_Plant,Revenue,COGS,Gross_Profit,Gross_Margin_pct,Operating_Expenses,EBITDA,EBITDA_Margin_pct,Market_Area_Harvested_ha,Market_Production_t,Market_Yield_kg_ha,Budget_Revenue,Budget_EBITDA,Budget_Units_Sold,Revenue_Variance_vs_Budget,Revenue_Variance_vs_Budget_pct,EBITDA_Variance_vs_Budget,EBITDA_Variance_vs_Budget_pct,Units_Variance_vs_Budget_pct
2024-06-01,2024,6,Jun,Mexico,Actual,12714.400000000001,4.25,54036.200000000004,22377.344,31658.856000000003,58.58823529411765,14166.666666666666,17492.189333333336,32.371242488060474,5843.0,80533.93,13783.7,59818.2825,20071.46660666666,13731.6,,,,,
2024-07-01,2024,7,Jul,Mexico,Actual,11442.96,4.25,48632.58,20139.6096,28492.970400000002,58.58823529411765,14166.666666666666,14326.303733333336,29.458243287387457,5843.0,80533.93,13783.7,53836.454249999995,16590.98661266666,12358.439999999999,,,,,
2024-08-01,2024,8,Aug,Mexico,Actual,10171.52,4.25,43228.96,17901.875200000002,25327.084799999997,58.58823529411764,14166.666666666666,11160.41813333333,25.816994286546173,5843.0,80533.93,13783.7,47854.626,13110.50661866666,10985.28,,,,,
2024-09-01,2024,9,Sep,Mexico,Actual,8900.080000000002,4.25,37825.340000000004,15664.140800000001,22161.199200000003,58.58823529411765,14166.666666666666,7994.532533333337,21.13538842832169,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,,,,,
2024-10-01,2024,10,Oct,Mexico,Actual,8900.080000000002,4.25,37825.340000000004,15664.140800000001,22161.199200000003,58.58823529411765,14166.666666666666,7994.532533333337,21.13538842832169,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,,,,,
2024-11-01,2024,11,Nov,Mexico,Actual,8900.080000000002,4.25,37825.340000000004,15664.140800000001,22161.199200000003,58.58823529411765,14166.666666666666,7994.532533333337,21.13538842832169,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,,,,,
2024-12-01,2024,12,Dec,Mexico,Actual,8900.080000000002,4.25,37825.340000000004,15664.140800000001,22161.199200000003,58.58823529411765,14166.666666666666,7994.532533333337,21.13538842832169,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,,,,,
2024-01-01,2024,1,Jan,Peru,Actual,21719.600000000002,4.1,89050.36,37357.712,51692.648,58.048780487804876,51666.666666666664,25.981333333336806,0.02917600033659247,28157.0,353600.0,12558.1,102229.804875,5191.415351666663,24325.95,,,,,
2024-02-01,2024,2,Feb,Peru,Actual,26063.52,4.1,106860.43199999999,44829.2544,62031.17759999999,58.048780487804876,51666.666666666664,10364.510933333324,9.699110081581296,28157.0,353600.0,12558.1,122675.76585,16976.365088666666,29191.14,,,,,
2024-03-01,2024,3,Mar,Peru,Actual,30407.440000000002,4.1,124670.50400000002,52300.796800000004,72369.7072,58.048780487804876,51666.666666666664,20703.04053333334,16.606205853898963,28157.0,353600.0,12558.1,143121.72682500002,28761.314825666683,34056.33,,,,,
2024-04-01,2024,4,Apr,Peru,Actual,34751.36,4.1,142480.576,59772.3392,82708.2368,58.048780487804876,51666.666666666664,31041.570133333335,21.786527683137198,28157.0,353600.0,12558.1,163567.68779999999,40546.264562666656,38921.520000000004,,,,,
2024-05-01,2024,5,May,Peru,Actual,39095.28,4.1,160290.648,67243.8816,93046.7664,58.048780487804876,51666.666666666664,41380.09973333333,25.81566688365583,28157.0,353600.0,12558.1,184013.64877499998,52331.21429966666,43786.71,,,,,
2024-06-01,2024,6,Jun,Peru,Actual,43439.200000000004,4.1,178100.72,74715.424,103385.296,58.048780487804876,51666.666666666664,51718.62933333334,29.038978244070734,28157.0,353600.0,12558.1,204459.60975,64116.16403666666,48651.9,,,,,
2024-07-01,2024,7,Jul,Peru,Actual,47783.12,4.1,195910.792,82186.9664,113723.82559999998,58.048780487804876,51666.666666666664,62057.15893333332,31.676232993501102,28157.0,353600.0,12558.1,224905.570725,75901.11377366667,53517.090000000004,,,,,
2024-08-01,2024,8,Aug,Peru,Actual,47783.12,4.1,195910.792,82186.9664,113723.82559999998,58.048780487804876,51666.666666666664,62057.15893333332,31.676232993501102,28157.0,353600.0,12558.1,224905.570725,75901.11377366667,53517.090000000004,,,,,
2024-09-01,2024,9,Sep,Peru,Actual,43439.200000000004,4.1,178100.72,74715.424,103385.296,58.048780487804876,51666.666666666664,51718.62933333334,29.038978244070734,28157.0,353600.0,12558.1,204459.60975,64116.16403666666,48651.9,,,,,
2024-10-01,2024,10,Oct,Peru,Actual,39095.28,4.1,160290.648,67243.8816,93046.7664,58.048780487804876,51666.666666666664,41380.09973333333,25.81566688365583,28157.0,353600.0,12558.1,184013.64877499998,52331.21429966666,43786.71,,,,,
2024-11-01,2024,11,Nov,Peru,Actual,34751.36,4.1,142480.576,59772.3392,82708.2368,58.048780487804876,51666.666666666664,31041.570133333335,21.786527683137198,28157.0,353600.0,12558.1,163567.68779999999,40546.264562666656,38921.520000000004,,,,,
2024-12-01,2024,12,Dec,Peru,Actual,26063.52,4.1,106860.43199999999,44829.2544,62031.17759999999,58.048780487804876,51666.666666666664,10364.510933333324,9.699110081581296,28157.0,353600.0,12558.1,122675.76585,16976.365088666666,29191.14,,,,,
2024-01-01,2024,1,Jan,Spain,Actual,6713.28,4.55,30545.424,12419.568,18125.856,59.34065934065934,13333.333333333334,4792.522666666666,15.689822039028387,5180.0,60950.0,11766.4,33187.52482499999,5695.382273333327,7116.0599999999995,,,,,
2024-02-01,2024,2,Feb,Spain,Actual,7832.160000000001,4.55,35636.32800000001,14489.496000000001,21146.83200000001,59.34065934065935,13333.333333333334,7813.4986666666755,21.9256559392614,5180.0,60950.0,11766.4,38718.7789625,8955.723763333333,8302.070000000002,,,,,
2024-03-01,2024,3,Mar,Spain,Actual,11188.800000000001,4.55,50909.04000000001,20699.28,30209.76000000001,59.34065934065935,13333.333333333334,16876.426666666674,33.15015695968078,5180.0,60950.0,11766.4,55312.541375,18736.748233333332,11860.1,,,,,
2024-04-01,2024,4,Apr,Spain,Actual,13426.56,4.55,61090.848,24839.136,36251.712,59.34065934065934,13333.333333333334,22918.378666666664,37.51524068984386,5180.0,60950.0,11766.4,66375.04964999999,25257.431213333322,14232.119999999999,,,,,
2024-05-01,2024,5,May,Spain,Actual,14545.44,4.55,66181.75200000001,26909.064,39272.68800000001,59.34065934065935,13333.333333333334,25939.354666666673,39.19411904759891,5180.0,60950.0,11766.4,71906.3037875,28517.772703333336,15418.130000000001,,,,,
2024-06-01,2024,6,Jun,Spain,Actual,12307.68,4.55,55999.944,22769.208,33230.736000000004,59.34065934065934,13333.333333333334,19897.40266666667,35.53111172158792,5180.0,60950.0,11766.4,60843.79551249999,21997.08972333333,13046.11,,,,,
2024-07-01,2024,7,Jul,Spain,Actual,10069.92,4.55,45818.136,18629.352,27188.784,59.34065934065934,13333.333333333334,13855.450666666666,30.24010113957204,5180.0,60950.0,11766.4,49781.28723749999,15476.406743333328,10674.09,,,,,
2024-08-01,2024,8,Aug,Spain,Actual,7832.160000000001,4.55,35636.32800000001,14489.496000000001,21146.83200000001,59.34065934065935,13333.333333333334,7813.4986666666755,21.9256559392614,5180.0,60950.0,11766.4,38718.7789625,8955.723763333333,8302.070000000002,,,,,
2024-09-01,2024,9,Sep,Spain,Actual,6713.28,4.55,30545.424,12419.568,18125.856,59.34065934065934,13333.333333333334,4792.522666666666,15.689822039028387,5180.0,60950.0,11766.4,33187.52482499999,5695.382273333327,7116.0599999999995,,,,,
2024-10-01,2024,10,Oct,Spain,Actual,6713.28,4.55,30545.424,12419.568,18125.856,59.34065934065934,13333.333333333334,4792.522666666666,15.689822039028387,5180.0,60950.0,11766.4,33187.52482499999,5695.382273333327,7116.0599999999995,,,,,
2024-11-01,2024,11,Nov,Spain,Actual,7832.160000000001,4.55,35636.32800000001,14489.496000000001,21146.83200000001,59.34065934065935,13333.333333333334,7813.4986666666755,21.9256559392614,5180.0,60950.0,11766.4,38718.7789625,8955.723763333333,8302.070000000002,,,,,
2024-12-01,2024,12,Dec,Spain,Actual,6713.28,4.55,30545.424,12419.568,18125.856,59.34065934065934,13333.333333333334,4792.522666666666,15.689822039028387,5180.0,60950.0,11766.4,33187.52482499999,5695.382273333327,7116.0599999999995,,,,,
2025-01-01,2025,1,Jan,Chile,Budget,11957.039999999999,4.4075,52700.6538,22152.210156,30548.443644,57.965967101531476,21666.666666666668,8881.776977333331,16.853257667428277,14038.0,97218.79,6925.4,52700.6538,8881.776977333331,11957.039999999999,,,,,
2025-02-01,2025,2,Feb,Chile,Budget,13949.880000000001,4.4075,61484.0961,25844.245182000002,35639.850918,57.96596710153147,21666.666666666668,13973.184251333329,22.726501872300155,14038.0,97218.79,6925.4,61484.0961,13973.184251333329,13949.880000000001,,,,,
2025-03-01,2025,3,Mar,Chile,Budget,17935.559999999998,4.4075,79050.9807,33228.315234,45822.665466,57.965967101531476,21666.666666666668,24155.99879933333,30.557494145462677,14038.0,97218.79,6925.4,79050.9807,24155.99879933333,17935.559999999998,,,,,
2025-04-01,2025,4,Apr,Chile,Budget,21921.24,4.4075,96617.8653,40612.385286000004,56005.480014,57.965967101531476,21666.666666666668,34338.81334733333,35.54085286474791,14038.0,97218.79,6925.4,96617.8653,34338.81334733333,21921.24,,,,,
2025-05-01,2025,5,May,Chile,Budget,23914.079999999998,4.4075,105401.3076,44304.420312,61096.887288,57.965967101531476,21666.666666666668,39430.22062133333,37.40961238447987,14038.0,97218.79,6925.4,105401.3076,39430.22062133333,23914.079999999998,,,,,
2025-06-01,2025,6,Jun,Chile,Budget,21921.24,4.4075,96617.8653,40612.385286000004,56005.480014,57.965967101531476,21666.666666666668,34338.81334733333,35.54085286474791,14038.0,97218.79,6925.4,96617.8653,34338.81334733333,21921.24,,,,,
2025-07-01,2025,7,Jul,Chile,Budget,17935.559999999998,4.4075,79050.9807,33228.315234,45822.665466,57.965967101531476,21666.666666666668,24155.99879933333,30.557494145462677,14038.0,97218.79,6925.4,79050.9807,24155.99879933333,17935.559999999998,,,,,
2025-08-01,2025,8,Aug,Chile,Budget,15942.720000000001,4.4075,70267.5384,29536.280208,40731.25819200001,57.96596710153149,21666.666666666668,19064.59152533334,27.131435025954087,14038.0,97218.79,6925.4,70267.5384,19064.59152533334,15942.720000000001,,,,,
2025-09-01,2025,9,Sep,Chile,Budget,13949.880000000001,4.4075,61484.0961,25844.245182000002,35639.850918,57.96596710153147,21666.666666666668,13973.184251333329,22.726501872300155,14038.0,97218.79,6925.4,61484.0961,13973.184251333329,13949.880000000001,,,,,
2025-10-01,2025,10,Oct,Chile,Budget,13949.880000000001,4.4075,61484.0961,25844.245182000002,35639.850918,57.96596710153147,21666.666666666668,13973.184251333329,22.726501872300155,14038.0,97218.79,6925.4,61484.0961,13973.184251333329,13949.880000000001,,,,,
2025-11-01,2025,11,Nov,Chile,Budget,13949.880000000001,4.4075,61484.0961,25844.245182000002,35639.850918,57.96596710153147,21666.666666666668,13973.184251333329,22.726501872300155,14038.0,97218.79,6925.4,61484.0961,13973.184251333329,13949.880000000001,,,,,
2025-12-01,2025,12,Dec,Chile,Budget,11957.039999999999,4.4075,52700.6538,22152.210156,30548.443644,57.965967101531476,21666.666666666668,8881.776977333331,16.853257667428277,14038.0,97218.79,6925.4,52700.6538,8881.776977333331,11957.039999999999,,,,,
2025-01-01,2025,1,Jan,Mexico,Budget,9612.12,4.356249999999999,41872.79775,17509.437792,24363.359957999997,58.184218077474895,14733.333333333334,9630.026624666663,22.998288010661202,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,,,,,
2025-02-01,2025,2,Feb,Mexico,Budget,10985.28,4.356249999999999,47854.626,20010.786048,27843.839951999995,58.18421807747488,14733.333333333334,13110.50661866666,27.39652926901291,5843.0,80533.93,13783.7,47854.626,13110.50661866666,10985.28,,,,,
2025-03-01,2025,3,Mar,Mexico,Budget,12358.439999999999,4.356249999999999,53836.454249999995,22512.134304,31324.319945999996,58.184218077474895,14733.333333333334,16590.98661266666,30.817383581064238,5843.0,80533.93,13783.7,53836.454249999995,16590.98661266666,12358.439999999999,,,,,
2025-04-01,2025,4,Apr,Mexico,Budget,13731.6,4.356249999999999,59818.2825,25013.482560000004,34804.79994,58.184218077474895,14733.333333333334,20071.46660666666,33.554067030705305,5843.0,80533.93,13783.7,59818.2825,20071.46660666666,13731.6,,,,,
2025-05-01,2025,5,May,Mexico,Budget,15104.76,4.356249999999999,65800.11074999999,27514.830816,38285.27993399999,58.18421807747488,14733.333333333334,23551.946600666655,35.793171671320714,5843.0,80533.93,13783.7,65800.11074999999,23551.946600666655,15104.76,,,,,
2025-06-01,2025,6,Jun,Mexico,Budget,13731.6,4.356249999999999,59818.2825,25013.482560000004,34804.79994,58.184218077474895,14733.333333333334,20071.46660666666,33.554067030705305,5843.0,80533.93,13783.7,59818.2825,20071.46660666666,13731.6,,,,,
2025-07-01,2025,7,Jul,Mexico,Budget,12358.439999999999,4.356249999999999,53836.454249999995,22512.134304,31324.319945999996,58.184218077474895,14733.333333333334,16590.98661266666,30.817383581064238,5843.0,80533.93,13783.7,53836.454249999995,16590.98661266666,12358.439999999999,,,,,
2025-08-01,2025,8,Aug,Mexico,Budget,10985.28,4.356249999999999,47854.626,20010.786048,27843.839951999995,58.18421807747488,14733.333333333334,13110.50661866666,27.39652926901291,5843.0,80533.93,13783.7,47854.626,13110.50661866666,10985.28,,,,,
2025-09-01,2025,9,Sep,Mexico,Budget,9612.12,4.356249999999999,41872.79775,17509.437792,24363.359957999997,58.184218077474895,14733.333333333334,9630.026624666663,22.998288010661202,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,,,,,
2025-10-01,2025,10,Oct,Mexico,Budget,9612.12,4.356249999999999,41872.79775,17509.437792,24363.359957999997,58.184218077474895,14733.333333333334,9630.026624666663,22.998288010661202,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,,,,,
2025-11-01,2025,11,Nov,Mexico,Budget,9612.12,4.356249999999999,41872.79775,17509.437792,24363.359957999997,58.184218077474895,14733.333333333334,9630.026624666663,22.998288010661202,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,,,,,
2025-12-01,2025,12,Dec,Mexico,Budget,9612.12,4.356249999999999,41872.79775,17509.437792,24363.359957999997,58.184218077474895,14733.333333333334,9630.026624666663,22.998288010661202,5843.0,80533.93,13783.7,41872.79775,9630.026624666663,9612.12,,,,,
2025-01-01,2025,1,Jan,Peru,Budget,24325.95,4.2025,102229.804875,43305.05619,58924.748685,57.63950029744199,53733.333333333336,5191.415351666663,5.078181806190856,28157.0,353600.0,12558.1,102229.804875,5191.415351666663,24325.95,,,,,
2025-02-01,2025,2,Feb,Peru,Budget,29191.14,4.2025,122675.76585,51966.067427999995,70709.698422,57.639500297442005,53733.333333333336,16976.365088666666,13.838401554732716,28157.0,353600.0,12558.1,122675.76585,16976.365088666666,29191.14,,,,,
2025-03-01,2025,3,Mar,Peru,Budget,34056.33,4.2025,143121.72682500002,60627.078666,82494.64815900002,57.639500297442005,53733.333333333336,28761.314825666683,20.095701375119766,28157.0,353600.0,12558.1,143121.72682500002,28761.314825666683,34056.33,,,,,
2025-04-01,2025,4,Apr,Peru,Budget,38921.520000000004,4.2025,163567.68779999999,69288.089904,94279.59789599999,57.639500297442005,53733.333333333336,40546.264562666656,24.78867624041003,28157.0,353600.0,12558.1,163567.68779999999,40546.264562666656,38921.520000000004,,,,,
2025-05-01,2025,5,May,Peru,Budget,43786.71,4.2025,184013.64877499998,77949.10114199998,106064.547633,57.639500297442005,53733.333333333336,52331.21429966666,28.43876780230248,28157.0,353600.0,12558.1,184013.64877499998,52331.21429966666,43786.71,,,,,
2025-06-01,2025,6,Jun,Peru,Budget,48651.9,4.2025,204459.60975,86610.11238,117849.49737,57.63950029744199,53733.333333333336,64116.16403666666,31.358841051816427,28157.0,353600.0,12558.1,204459.60975,64116.16403666666,48651.9,,,,,
2025-07-01,2025,7,Jul,Peru,Budget,53517.090000000004,4.2025,224905.570725,95271.123618,129634.447107,57.639500297442005,53733.333333333336,75901.11377366667,33.74799189232785,28157.0,353600.0,12558.1,224905.570725,75901.11377366667,53517.090000000004,,,,,
2025-08-01,2025,8,Aug,Peru,Budget,53517.090000000004,4.2025,224905.570725,95271.123618,129634.447107,57.639500297442005,53733.333333333336,75901.11377366667,33.74799189232785,28157.0,353600.0,12558.1,224905.570725,75901.11377366667,53517.090000000004,,,,,
2025-09-01,2025,9,Sep,Peru,Budget,48651.9,4.2025,204459.60975,86610.11238,117849.49737,57.63950029744199,53733.333333333336,64116.16403666666,31.358841051816427,28157.0,353600.0,12558.1,204459.60975,64116.16403666666,48651.9,,,,,
2025-10-01,2025,10,Oct,Peru,Budget,43786.71,4.2025,184013.64877499998,77949.10114199998,106064.547633,57.639500297442005,53733.333333333336,52331.21429966666,28.43876780230248,28157.0,353600.0,12558.1,184013.64877499998,52331.21429966666,43786.71,,,,,
2025-11-01,2025,11,Nov,Peru,Budget,38921.520000000004,4.2025,163567.68779999999,69288.089904,94279.59789599999,57.639500297442005,53733.333333333336,40546.264562666656,24.78867624041003,28157.0,353600.0,12558.1,163567.68779999999,40546.264562666656,38921.520000000004,,,,,
2025-12-01,2025,12,Dec,Peru,Budget,29191.14,4.2025,122675.76585,51966.067427999995,70709.698422,57.639500297442005,53733.333333333336,16976.365088666666,13.838401554732716,28157.0,353600.0,12558.1,122675.76585,16976.365088666666,29191.14,,,,,
2025-01-01,2025,1,Jan,Spain,Budget,7116.0599999999995,4.663749999999999,33187.52482499999,13625.475885,19562.048939999993,58.94398284642186,13866.666666666666,5695.382273333327,17.16121435197549,5180.0,60950.0,11766.4,33187.52482499999,5695.382273333327,7116.0599999999995,,,,,
2025-02-01,2025,2,Feb,Spain,Budget,8302.070000000002,4.663749999999999,38718.7789625,15896.388532500001,22822.39043,58.943982846421875,13866.666666666666,8955.723763333333,23.130181279753558,5180.0,60950.0,11766.4,38718.7789625,8955.723763333333,8302.070000000002,,,,,
2025-03-01,2025,3,Mar,Spain,Budget,11860.1,4.663749999999999,55312.541375,22709.126475,32603.4149,58.943982846421875,13866.666666666666,18736.748233333332,33.87432174975405,5180.0,60950.0,11766.4,55312.541375,18736.748233333332,11860.1,,,,,
2025-04-01,2025,4,Apr,Spain,Budget,14232.119999999999,4.663749999999999,66375.04964999999,27250.95177,39124.09787999999,58.94398284642186,13866.666666666666,25257.431213333322,38.05259859919868,5180.0,60950.0,11766.4,66375.04964999999,25257.431213333322,14232.119999999999,,,,,
2025-05-01,2025,5,May,Spain,Budget,15418.130000000001,4.663749999999999,71906.3037875,29521.8644175,42384.43937,58.943982846421875,13866.666666666666,28517.772703333336,39.65962815667739,5180.0,60950.0,11766.4,71906.3037875,28517.772703333336,15418.130000000001,,,,,
2025-06-01,2025,6,Jun,Spain,Budget,13046.11,4.663749999999999,60843.79551249999,24980.039122500002,35863.756389999995,58.943982846421875,13866.666666666666,21997.08972333333,36.15338184945113,5180.0,60950.0,11766.4,60843.79551249999,21997.08972333333,13046.11,,,,,
2025-07-01,2025,7,Jul,Spain,Budget,10674.09,4.663749999999999,49781.28723749999,20438.2138275,29343.073409999994,58.94398284642186,13866.666666666666,15476.406743333328,31.088803850124286,5180.0,60950.0,11766.4,49781.28723749999,15476.406743333328,10674.09,,,,,
2025-08-01,2025,8,Aug,Spain,Budget,8302.070000000002,4.663749999999999,38718.7789625,15896.388532500001,22822.39043,58.943982846421875,13866.666666666666,8955.723763333333,23.130181279753558,5180.0,60950.0,11766.4,38718.7789625,8955.723763333333,8302.070000000002,,,,,
2025-09-01,2025,9,Sep,Spain,Budget,7116.0599999999995,4.663749999999999,33187.52482499999,13625.475885,19562.048939999993,58.94398284642186,13866.666666666666,5695.382273333327,17.16121435197549,5180.0,60950.0,11766.4,33187.52482499999,5695.382273333327,7116.0599999999995,,,,,
2025-10-01,2025,10,Oct,Spain,Budget,7116.0599999999995,4.663749999999999,33187.52482499999,13625.475885,19562.048939999993,58.94398284642186,13866.666666666666,5695.382273333327,17.16121435197549,5180.0,60950.0,11766.4,33187.52482499999,5695.382273333327,7116.0599999999995,,,,,
2025-11-01,2025,11,Nov,Spain,Budget,8302.070000000002,4.663749999999999,38718.7789625,15896.388532500001,22822.39043,58.943982846421875,13866.666666666666,8955.723763333333,23.130181279753558,5180.0,60950.0,11766.4,38718.7789625,8955.723763333333,8302.070000000002,,,,,
2025-12-01,2025,12,Dec,Spain,Budget,7116.0599999999995,4.663749999999999,33187.52482499999,13625.475885,19562.048939999993,58.94398284642186,13866.666666666666,5695.382273333327,17.16121435197549,5180.0,60950.0,11766.4,33187.52482499999,5695.382273333327,7116.0599999999995,,,,,
2025-01-01,2025,1,Jan,Chile,Forecast,11239.619999999999,4.363424999999999,49043.23889849999,20823.081992999996,28220.156905499996,57.54138091063786,21666.666666666668,6553.4902388333285,13.362678293732696,14038.0,97218.79,6925.4,52700.6538,8881.776977333331,11957.039999999999,-3657.4149015000075,-6.939980128861338,-2328.2867385000027,-26.214199528336373,-5.999979928142752
2025-02-01,2025,2,Feb,Chile,Forecast,13112.890000000001,4.363424999999999,57217.11204825,24293.595658500002,32923.516389749995,57.541380910637855,21666.666666666668,11256.849723083327,19.673921524719145,14038.0,97218.79,6925.4,61484.0961,13973.184251333329,13949.880000000001,-4266.984051750005,-6.939980128861331,-2716.3345282500013,-19.439624350411087,-5.999979928142752
2025-03-01,2025,3,Mar,Chile,Forecast,16859.43,4.363424999999999,73564.85834774999,31234.622989499996,42330.23535824999,57.541380910637855,21666.666666666668,20663.568691583325,28.088912499367748,14038.0,97218.79,6925.4,79050.9807,24155.99879933333,17935.559999999998,-5486.122352250008,-6.939980128861334,-3492.430107750006,-14.457817028233963,-5.99997992814274
2025-04-01,2025,4,Apr,Chile,Forecast,20605.97,4.363424999999999,89912.60464724999,38175.6503205,51736.95432674999,57.541380910637855,21666.666666666668,30070.287660083322,33.44390675596231,14038.0,97218.79,6925.4,96617.8653,34338.81334733333,21921.24,-6705.2606527500175,-6.9399801288613405,-4268.525687250007,-12.430615013030117,-5.999979928142752
2025-05-01,2025,5,May,Chile,Forecast,22479.239999999998,4.363424999999999,98086.47779699999,41646.16398599999,56440.31381099999,57.54138091063786,21666.666666666668,34773.64714433333,35.452029602185284,14038.0,97218.79,6925.4,105401.3076,39430.22062133333,23914.079999999998,-7314.829803000015,-6.939980128861338,-4656.573476999998,-11.809656156173281,-5.999979928142752
2025-06-01,2025,6,Jun,Chile,Forecast,20605.97,4.363424999999999,89912.60464724999,38175.6503205,51736.95432674999,57.541380910637855,21666.666666666668,30070.287660083322,33.44390675596231,14038.0,97218.79,6925.4,96617.8653,34338.81334733333,21921.24,-6705.2606527500175,-6.9399801288613405,-4268.525687250007,-12.430615013030117,-5.999979928142752
